category,storename,type,address,lot_address,postal_code,rating,latitude,longitude,images,hours,menu
논현역 카페,북카페레벤,북카페,"서울 강남구 학동로 116 북카페레벤, 성바오로서원",논현동 123,06111,0.0,37.5056633,127.0272246,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180406_152%2F1523005154559iKl6l_JPEG%2FlVyoL9TFFHlZsv8WxwL7oDgK.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180419_188%2F1524104860979bLBX8_PNG%2FTOGiisW0Gj6GO-tN2xfOaJg7.png"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180423_136%2F15244557564076PUrx_JPEG%2FS2J87WuSgx_4VH5tuR15oCKo.jpg""]","{""목"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""금"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""토"": [""10:00 - 18:00"", ""17:30 라스트오더""], ""일"": [""정기휴무 (매주 일요일)""], ""월"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""화"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""수"": [""08:30 - 19:00"", ""18:30 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""시럽 추가 500"", ""오미자차 hot 7000"", ""꿀레몬 hot 7000"", ""꿀자몽 hot 7000""]"
논현역 카페,감성커피 신논현점,"카페,디저트",서울 강남구 강남대로 524 101호,논현동 143-15,06114,4.43,37.4031099,126.7261793,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230315_185%2F1678814146046RUJng_JPEG%2F89942E05-84CA-45D0-AB63-8E244124BFF5.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220825_108%2F1661417211068qTVXJ_JPEG%2F%25B0%25A8%25BC%25BA%25C4%25BF%25C7%25C7-%25BD%25C5%25B3%25ED%25C7%25F6%25C1%25A1_-08.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220825_206%2F1661417216822IejpA_JPEG%2F%25B0%25A8%25BC%25BA%25C4%25BF%25C7%25C7-%25BD%25C5%25B3%25ED%25C7%25F6%25C1%25A1_-14.jpg""]","{""목"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""금"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""토"": [""10:00 - 18:00"", ""17:30 라스트오더""], ""일"": [""정기휴무 (매주 일요일)""], ""월"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""화"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""수"": [""08:30 - 19:00"", ""18:30 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""바나나킥라떼 매우우수"", ""바나나킥카라멜쉐이크 3800"", ""리얼허쉬초코라떼 4500"", ""허쉬모카라떼 4900""]"
논현역 카페,파티스리 라쥬도르,베이커리,서울 서초구 강남대로95길 48-6 102호,잠원동 25-30,06527,0.0,37.518254400000004,127.01240284968915,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240505_84%2F17149158726106J1q5_JPEG%2FIMG_9311.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240505_1%2F1714915683104sOEPr_JPEG%2FIMG_9606.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240505_159%2F1714915682416z9Ea4_JPEG%2FIMG_9605.jpeg""]","{""목"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""금"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""토"": [""10:00 - 18:00"", ""17:30 라스트오더""], ""일"": [""정기휴무 (매주 일요일)""], ""월"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""화"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""수"": [""08:30 - 19:00"", ""18:30 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""핫티아이스티 3500"", ""아메리카노 3500"", ""에스프레소 3000"", ""비지탕디느 3500""]"
논현역 카페,아토커피,"카페,디저트",서울 강남구 학동로18길 18 101호,논현동 137,06113,4.23,37.4031099,126.7261793,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241030_224%2F17302708509562eAdx_JPEG%2F1000009197.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241030_198%2F1730270827570KQdeI_JPEG%2F1000009219.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241030_216%2F1730270827254KuBeQ_JPEG%2F1000009199.jpg""]","{""목"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""금"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""토"": [""10:00 - 18:00"", ""17:30 라스트오더""], ""일"": [""정기휴무 (매주 일요일)""], ""월"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""화"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""수"": [""08:30 - 19:00"", ""18:30 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""아토의 수제떡갈비 버거대표 6000원"", ""아토 크로플대표 3800원"", ""수제 우유생크림 와플대표 3500원"", ""아토의 뚱카롱대표 3500원""]"
논현역 카페,카페미드나잇,"카페,디저트",서울 강남구 학동로6길 46,논현동 159-10,06114,4.29,37.4031099,126.7261793,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_174%2F1441112976187eDE7w_JPEG%2F30925085_0.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_87%2F144111297642614HVe_JPEG%2F30925085_1.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_83%2F1441112976605Ya0gz_JPEG%2F30925085_2.jpg""]","{""목"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""금"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""토"": [""10:00 - 18:00"", ""17:30 라스트오더""], ""일"": [""정기휴무 (매주 일요일)""], ""월"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""화"": [""08:30 - 19:00"", ""18:30 라스트오더""], ""수"": [""08:30 - 19:00"", ""18:30 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""커피 4000""]"
논현역 카페,스타벅스 논현역사거리점,카페,서울 강남구 강남대로 538 (논현동),논현동 142-2,06110,4.48,37.4031099,126.7261793,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200825_35%2F1598301956671NWb89_JPEG%2F3672_20181211120009_t9i9n.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200825_15%2F15983019629465D9aO_JPEG%2F3672_20181124120124_dehzd.jpg""]","{""대체 정보"": ""목(11/7)\n07:00 - 22:00""}","[""토피 넛 라떼N 6500원"", ""스타벅스 딸기 라떼N 6500원"", ""골든 캐모마일 릴렉서N 6300원"", ""더블 에스프레소 크림 라떼N 6500원""]"
논현역 카페,둥지,"카페,디저트","서울 서초구 주흥16길 13 1층, 2층",반포동 703-34,06534,0.0,37.50312,127.0014,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240619_286%2F1718771570005RV3eb_JPEG%2F%25BB%25E7%25BA%25BB_-dsc5.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240611_10%2F1718086898332TO96k_JPEG%2Fdsc131.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240611_236%2F1718086899950rYXaM_JPEG%2Fdsc86.jpg""]","{""대체 정보"": ""목(11/7)\n07:00 - 22:00""}","[""초코크런치크로와상 3000"", ""크로와상 2800"", ""스모어캐슈넛르뱅쿠키 4500"", ""초코칩르뱅쿠키 4500""]"
논현역 카페,할리스 강남대로논현점,카페,서울 강남구 강남대로 520 영동빌딩 1층,논현동 164,06114,4.57,37.4031099,126.7261793,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210302_125%2F161464487124061agC_JPEG%2FK15utTFWXeuNEny1JMXiV57W.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjEyMzFfNTQg%2FMDAxNjcyNDcxODQ5MTc1.h-ccfgW3w1g_oikQI5va-UQ_byKlhN2c6VTuY9cyab0g.aKnFQhFs65p5jp60-4Wb7oFKLjoZR2T-p3v4TwybqREg.JPEG%2FA8082B44-5831-4A38-8915-367373A0E2F5.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA1MDZfMTU5%2FMDAxNjgzMzg0MjM0MDk2.jNLZJNLPZOWyMwnW-7AbMSarCIiuu07qcvY_2bu28Vcg.cRbETX_1EHu17Rs9NVWIjBXSehwBMRHgH_iHPT70LPcg.JPEG%2F1683384135955.jpg""]","{""대체 정보"": ""목(11/7)\n07:00 - 22:00""}","[""생크림 가득 카스텔라 매우우수"", ""헤이즐넛 초코칩 할리치노 6000"", ""콜드브루 모카 할리치노 6400"", ""찐찐 감자빵 6400""]"
논현역 카페,신사국희,"카페,디저트",서울 서초구 강남대로95길 52 101 신사국희,잠원동 31-16,,4.72,37.518254400000004,127.01240284968915,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230914_100%2F1694677011362Kr609_JPEG%2F15ACC105-C7CE-494D-A31C-C1966B6B6DEB.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240904_27%2F1725424448032iV8VL_JPEG%2FIMG_7437.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240301_122%2F1709255286236iPCUr_JPEG%2FIMG_4579.jpeg""]","{""목"": [""11:00 - 19:00""], ""금"": [""11:00 - 19:00""], ""토"": [""정기휴무 (매주 토요일)""], ""일"": [""정기휴무 (매주 일요일)""], ""월"": [""11:00 - 19:00""], ""화"": [""11:00 - 19:00""], ""수"": [""11:00 - 19:00"", ""접기"", ""영업시간 수정 제안하기""]}","[""쿠키선물세트6개입 24500"", ""다쿠아즈선물세트5개입 19500"", ""에스프레소스모어쿠키 3900"", ""코코포시즌다쿠아즈 3700""]"
논현역 카페,아르고보니,"카페,디저트",서울 서초구 나루터로12길 27 1층,잠원동 26-2,06526,0.0,37.518254400000004,127.01240284968915,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220403_163%2F1648956245675SQ5Gi_JPEG%2FC3FA5850-0766-4EFA-A4C3-D3A3F98B5038.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220403_118%2F1648948924749JSnbz_JPEG%2F3518137C-93D4-4775-A67A-64E1C4D82E57.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220403_39%2F1648948924658bVbUA_JPEG%2FC197D6DA-49CB-4F6C-BB4E-D124D0933412.jpeg""]","{""목"": [""08:00 - 20:00""], ""금"": [""08:00 - 20:00""], ""토"": [""08:00 - 17:00""], ""일"": [""정기휴무 (매주 일요일)""], ""월"": [""08:00 - 20:00""], ""화"": [""08:00 - 20:00""], ""수"": [""08:00 - 20:00"", ""- 5/28 일요일 하루 오전영업만 합니다!"", ""접기"", ""영업시간 수정 제안하기""]}","[""페페로니 치즈 크로플샌드위치 피자를 먹고싶을때 6800"", ""에그마요 크로플샌드위치 브런치 필수 메뉴 6800"", ""베이컨 포테이토 크로플샌드위치 샐러드 같은 7300"", ""버터 카야 크로플샌드위치 달달한 토스트 6300""]"
논현역 카페,블레스롤 강남논현점,카페,서울 강남구 강남대로 502 지상1층,논현동 165,06119,0.0,37.5138918,127.0289152,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240805_291%2F1722831458527FLtWi_PNG%2F2024-%25BF%25A1%25C0%25CC%25B5%25E5-3%25C1%25BE-%25C6%25F7%25BD%25BA%25C5%25CD-002.png"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240321_64%2F1710997441334WoqRr_JPEG%2FKakaoTalk_20230606_101311190_04.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240513_184%2F1715574876027Dzcm0_JPEG%2F%25C1%25C1%25BE%25C6%25C7%25D8_%25B1%25E2%25BA%25BB%25C7%25FC.jpg""]","{""목"": [""10:00 - 04:00""], ""금"": [""10:00 - 04:00""], ""토"": [""10:00 - 04:00""], ""일"": [""10:00 - 04:00""], ""월"": [""10:00 - 04:00""], ""화"": [""10:00 - 04:00""], ""수"": [""10:00 - 04:00"", ""접기"", ""영업시간 수정 제안하기""]}","[""아메리카노 고소하고 깊은 바디감ICE 5700"", ""아메리카노 고소하고 깊은 바디감HOT 5200"", ""오더쿠크림오레오 배달주문 1위 5700"", ""축복해크림치즈1조각 10200""]"
논현역 카페,로찌커피 논현점,"카페,디저트",서울 강남구 강남대로128길 4,논현동 143-1,06114,4.26,37.4031099,126.7261793,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210223_138%2F1614064767090kLUzx_JPEG%2FW39ucDqtZolmMNovzCb97qNl.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210223_123%2F1614064791850tXQRb_JPEG%2FTKwyOxLVNnhp_NG3ixxy5waX.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210223_192%2F1614064831877EWxo3_JPEG%2F9omIjxQA1V8TW6c8M6BD-cyI.jpeg.jpg""]","{""목"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""금"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""토"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""일"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""월"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""화"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""수"": [""10:30 - 23:00"", ""22:30 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""홍시 스무디 8800"", ""홍시 라떼 8800"", ""자몽  오렌지 선데 13000"", ""사과에이드 8000""]"
논현역 카페,지지 커피 바,"카페,디저트",서울 강남구 봉은사로1길 42-10 지상1층(논현동),논현동 167-4,06119,0.0,37.4031099,126.7261793,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230118_4%2F1674004295839KdLpu_JPEG%2F%25B8%25DE%25C0%25CE1.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230118_57%2F1674004296021t34zP_JPEG%2F%25B8%25DE%25C0%25CE2.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230118_147%2F1674004296004Gn9LX_JPEG%2F%25B8%25DE%25C0%25CE3.jpg""]","{""목"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""금"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""토"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""일"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""월"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""화"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""수"": [""10:30 - 23:00"", ""22:30 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""베이스 스콘 3500""]"
논현역 카페,오켈리커피,"카페,디저트",서울 서초구 신반포로 332 1층,반포동 706,06535,0.0,37.50312,127.0014,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240314_24%2F1710392452270Bida3_JPEG%2F5.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240314_231%2F1710392452109zhXol_JPEG%2F6.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240314_237%2F1710392446657UI7bw_JPEG%2F2.jpg""]","{""목"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""금"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""토"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""일"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""월"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""화"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""수"": [""10:30 - 23:00"", ""22:30 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""아메리카노 4000"", ""카페라떼 4000"", ""카푸치노 4500"", ""바닐라라떼 4500""]"
논현역 카페,더스퀘어,갤러리카페,서울 강남구 학동로21길 13 1층,논현동 39-5,06045,0.0,37.4031099,126.7261793,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211224_274%2F1640323816167flvJS_JPEG%2F5DD2FE81-05E9-4A76-A6BB-A590248CC374.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211224_229%2F16403249198551fzX9_JPEG%2Fimage.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211224_77%2F1640324832430lYe9k_JPEG%2Fimage.jpg""]","{""목"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""금"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""토"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""일"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""월"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""화"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""수"": [""10:30 - 23:00"", ""22:30 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""아메리카노 4300"", ""숏라떼 5000""]"
논현역 카페,스타벅스 논현역점,카페,서울 서초구 강남대로 557 (잠원동) 1~2층,잠원동 37-7,06531,4.47,37.518254400000004,127.01240284968915,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220518_223%2F1652820308382dsv2a_JPEG%2F3019_20220517062757_fslmb.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220518_190%2F1652820308478kMiNu_JPEG%2F3019_20220517063232_1uvzs.jpg""]","{""목"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""금"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""토"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""일"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""월"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""화"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""수"": [""10:30 - 23:00"", ""22:30 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""토피 넛 라떼N 6500원"", ""스타벅스 딸기 라떼N 6500원"", ""골든 캐모마일 릴렉서N 6300원"", ""더블 에스프레소 크림 라떼N 6500원""]"
논현역 카페,커피빈 논현역8번출구점,카페,서울 서초구 강남대로 563 페이토플라자 1층,잠원동 37-1,06531,4.47,37.518254400000004,127.01240284968915,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201117_18%2F1605602519631WfFR1_JPEG%2F-S9TiW7TafaXqL0pCDjo9_FK.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201117_226%2F16056025463928uqQG_JPEG%2FaVLY-HyUjiEM4U2MCRfddB8v.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201117_118%2F1605602546353EUetD_JPEG%2F9GguRd0-ZOlABdyNSJbH-qxR.jpg""]","{""목"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""금"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""토"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""일"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""월"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""화"": [""10:30 - 23:00"", ""22:30 라스트오더""], ""수"": [""10:30 - 23:00"", ""22:30 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""바닐라 루이보스 티N 6000원"", ""아이스 카푸치노N 5900원"", ""바닐라 루이보스 티라떼N 7000원"", ""얼그레이 크림 초콜릿 라떼 SN 5900원""]"
논현역 카페,오레,"카페,디저트",서울 강남구 강남대로124길 29 1층 104호,논현동 146-16,06114,0.0,37.4031099,126.7261793,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240101_105%2F1704088736406nMYRI_JPEG%2FKakaoTalk_20240101_115846675.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240511_298%2F1715429353933xT19h_JPEG%2FKakaoTalk_20240423_104154180.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240511_27%2F1715429424350GW03V_JPEG%2FKakaoTalk_20240106_151543058_%25281%2529.jpg""]","{""목"": [""07:30 - 18:00"", ""17:50 라스트오더""], ""금"": [""07:30 - 18:00"", ""17:50 라스트오더""], ""토"": [""07:30 - 18:00"", ""17:50 라스트오더""], ""일"": [""07:30 - 18:00"", ""17:50 라스트오더""], ""월"": [""07:30 - 12:00"", ""11:50 라스트오더""], ""화"": [""07:30 - 18:00"", ""17:50 라스트오더""], ""수"": [""07:30 - 18:00"", ""17:50 라스트오더"", ""- 휴무는 일주일 전 소식으로 공지합니다!"", ""접기"", ""영업시간 수정 제안하기""]}","[""수제 피넛버터 쿠키N 3000원"", ""쇼콜라 프렌치토스트N 11000원"", ""과카몰리 오픈토스트N 15000원"", ""프렌치토스트 윗 미트N 16000원""]"
논현역 카페,영동황제꽈배기 논현영동시장점,베이커리,서울 강남구 학동로4길 32 1층 104호,논현동 144-15,06114,4.51,37.4031099,126.7261793,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240410_290%2F1712709843064AN8K9_JPEG%2F20231014_111833.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240410_44%2F1712709824873H1eQy_JPEG%2F1702737127528.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230618_229%2F1687056171374QivMA_JPEG%2F20230610_182537.jpg""]","{""목"": [""09:00 - 02:30""], ""금"": [""09:00 - 02:30""], ""토"": [""09:00 - 02:30""], ""일"": [""09:00 - 02:30""], ""월"": [""09:00 - 02:30""], ""화"": [""09:00 - 23:30""], ""수"": [""09:00 - 02:30"", ""접기"", ""영업시간 수정 제안하기""]}","[""찹쌀꽈배기 3개 3000"", ""찹쌀치즈스틱 3000"", ""찹쌀공룡알 3개 3000"", ""찹쌀단팥도너츠 1500""]"
논현역 카페,스타벅스 신사역성일빌딩점,카페,서울 강남구 강남대로 584 (논현동),논현동 18-4,06043,4.5,37.4031099,126.7261793,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220128_43%2F1643316334663osJBf_JPEG%2F3858_20220127064243_5khni.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221124_179%2F1669236336277jfVv0_JPEG%2F3858_20221123080146_tpfde.jpg""]","{""대체 정보"": ""목(11/7)\n07:00 - 23:00""}","[""토피 넛 라떼N 6500원"", ""스타벅스 딸기 라떼N 6500원"", ""골든 캐모마일 릴렉서N 6300원"", ""더블 에스프레소 크림 라떼N 6500원""]"
